Subject,Object
2001 Pan American Badminton Championships,WikiProject Badminton/tournament focus list
2001 Ten Days of Dawn,WikiProject Badminton/tournament focus list
2001 Thailand Open Badminton Championships,WikiProject Badminton/tournament focus list
2001 US Open Badminton Championships,WikiProject Badminton/tournament focus list
2002 Asian Junior Badminton Championships,WikiProject Badminton/tournament focus list
2002 BMW Open Badminton Championships,WikiProject Badminton/tournament focus list
2002 Czech International Badminton Championships,WikiProject Badminton/tournament focus list
2002 Ten Days of Dawn,WikiProject Badminton/tournament focus list
2003 Bitburger Open Badminton Championships,WikiProject Badminton/tournament focus list
2003 Czech International Badminton Championships,WikiProject Badminton/tournament focus list
2003 Thailand Open Badminton Championships,WikiProject Badminton/tournament focus list
2004 Asian Junior Badminton Championships,WikiProject Badminton/tournament focus list
2004 Bitburger Open Badminton Championships,WikiProject Badminton/tournament focus list
2004 Czech International Badminton Championships,WikiProject Badminton/tournament focus list
2004 Filipino Badminton Championships,WikiProject Badminton/tournament focus list
2004 Iran International Badminton Championships,WikiProject Badminton/tournament focus list
2004 Thailand Open Badminton Championships,WikiProject Badminton/tournament focus list
2005 Asian Junior Badminton Championships,WikiProject Badminton/tournament focus list
2005 Bitburger Open Badminton Championships,WikiProject Badminton/tournament focus list
2005 Czech International Badminton Championships,WikiProject Badminton/tournament focus list
2005 Filipino Badminton Championships,WikiProject Badminton/tournament focus list
2005 Thailand Open Badminton Championships,WikiProject Badminton/tournament focus list
2006 African Badminton Championships,WikiProject Badminton/tournament focus list
2006 Asian Junior Badminton Championships,WikiProject Badminton/tournament focus list
2006 Czech International Badminton Championships,WikiProject Badminton/tournament focus list
2006 Filipino Badminton Championships,WikiProject Badminton/tournament focus list
2007 Asian Junior Badminton Championships,WikiProject Badminton/tournament focus list
2007 European Junior Badminton Championships,WikiProject Badminton/tournament focus list
2007 Filipino Badminton Championships,WikiProject Badminton/tournament focus list
2007 Iran International Badminton Championships,WikiProject Badminton/tournament focus list
2008 Asian Junior Badminton Championships,WikiProject Badminton/tournament focus list
2008 German International Junior Badminton Championships,WikiProject Badminton/tournament focus list
2008 Thailand Open Badminton Championships,WikiProject Badminton/tournament focus list
2008 US Open Badminton Championships,WikiProject Badminton/tournament focus list
2009 African Badminton Championships,WikiProject Badminton/tournament focus list
2009 European Junior Badminton Championships,WikiProject Badminton/tournament focus list
2009 Filipino Badminton Championships,WikiProject Badminton/tournament focus list
2009 German International Junior Badminton Championships,WikiProject Badminton/tournament focus list
2009 Irish Badminton Championships,WikiProject Badminton/tournament focus list
2009 Pan American Badminton Championships,WikiProject Badminton/tournament focus list
2010 African Badminton Championships,WikiProject Badminton/tournament focus list
2010 Badminton World Championships,WikiProject Badminton/tournament focus list
2010 German International Junior Badminton Championships,WikiProject Badminton/tournament focus list
2010 US Open Badminton Championships,WikiProject Badminton/tournament focus list
2011 African Badminton Championships,wikiproject badminton/tournament focus list
2011 Badminton World Championships,WikiProject Badminton/tournament focus list
2011 European Junior Badminton Championships,WikiProject Badminton/tournament focus list
2011 German International Junior Badminton Championships,WikiProject Badminton/tournament focus list
2012 Filipino Badminton Championships,WikiProject Badminton/tournament focus list
2012 German International Junior Badminton Championships,WikiProject Badminton/tournament focus list
2012 Irish Badminton Championships,WikiProject Badminton/tournament focus list
2012 US Open Badminton Championships,WikiProject Badminton/tournament focus list
2013 Australian Badminton Championships,WikiProject Badminton/tournament focus list
2013 Badminton World Championships,WikiProject Badminton/tournament focus list
2013 European Junior Badminton Championships,WikiProject Badminton/tournament focus list
2013 Filipino Badminton Championships,WikiProject Badminton/tournament focus list
2013 German International Junior Badminton Championships,WikiProject Badminton/tournament focus list
2014 Australian Badminton Championships,WikiProject Badminton/tournament focus list
2014 Badminton World Championships,WikiProject Badminton/tournament focus list
2014 German International Junior Badminton Championships,WikiProject Badminton/tournament focus list
2014 Irish Badminton Championships,WikiProject Badminton/tournament focus list
2015 Australian Badminton Championships,WikiProject Badminton/tournament focus list
2015 Badminton World Championships,WikiProject Badminton/tournament focus list
2015 European Junior Badminton Championships,WikiProject Badminton/tournament focus list
2016 Asian Junior Badminton Championships,WikiProject Badminton/tournament focus list
2016 Irish Badminton Championships,WikiProject Badminton/tournament focus list
2016 Malaysia Super Series Premier,wikiproject badminton/tournament focus list
2017 Asian Junior Badminton Championships,WikiProject Badminton/tournament focus list
2017 Badminton World Championships,WikiProject Badminton/tournament focus list
2017 European Junior Badminton Championships,WikiProject Badminton/tournament focus list
2018 Asian Junior Badminton Championships,WikiProject Badminton/tournament focus list
2018 Australian Badminton Championships,WikiProject Badminton/tournament focus list
2018 Badminton World Championships,WikiProject Badminton/tournament focus list
2018 European Junior Badminton Championships,WikiProject Badminton/tournament focus list
2019 Asian Junior Badminton Championships,WikiProject Badminton/tournament focus list
2019 Australian Badminton Championships,WikiProject Badminton/tournament focus list
2019 Badminton World Championships,WikiProject Badminton/tournament focus list
2019 German International Junior Badminton Championships,WikiProject Badminton/tournament focus list
2020 Asian Junior Badminton Championships,WikiProject Badminton/tournament focus list
2020 Australian Badminton Championships,WikiProject Badminton/tournament focus list
2020 German Junior International Badminton Championships,WikiProject Badminton/tournament focus list
2021 Australian Badminton Championships,WikiProject Badminton/tournament focus list
2021 German Junior International Badminton Championships,WikiProject Badminton/tournament focus list
2022 Australian Badminton Championships,WikiProject Badminton/tournament focus list
2023 Australian Badminton Championships,WikiProject Badminton/tournament focus list
2024 Australian Badminton Championships,WikiProject Badminton/tournament focus list
2025 Australian Badminton Championships,WikiProject Badminton/tournament focus list
2025 Dutch International Badminton Championships,WikiProject Badminton/tournament focus list
2026 Dutch International Badminton Championships,WikiProject Badminton/tournament focus list
2027 Dutch International Badminton Championships,WikiProject Badminton/tournament focus list
2028 Dutch International Badminton Championships,WikiProject Badminton/tournament focus list
60 Minutes,vital articles level 4
Aalten,govdirectory
Abraham,vital articles level 4
Abraham,wikipedia:list of articles all languages should have
African Meeting House,wikipedia:wikiproject african diaspora
Al Hirschfeld,wikiproject new york public library
Albania,vital articles level 4
Alberta,govdirectory
Alkmaar,govdirectory
Ancient Greek,vital articles level 4
Antarctica,vital articles level 4
Antarctica,wikipedia:list of articles all languages should have
Aomori Prefecture,govdirectory
Arabic,vital articles level 4
Arabic,wikipedia:list of articles all languages should have
Argentina,vital articles level 4
Argentina,wikipedia:list of articles all languages should have
Argentina,wikipedia:wikiproject african diaspora
Arm Reliquary of the Apostles,Cleveland Museum of Art Open Access project
Artisan Entertainment,nadd wikidata project
Association of Black Anthropologists,wikipedia:wikiproject african diaspora
Astrolabe,vital articles level 4
Atlanta,vital articles level 4
Atlanta,wikipedia:wikiproject african diaspora
Australia,genadendal music archive
Australia,vital articles level 4
Australia,wikipedia:list of articles all languages should have
Austria,nadd wikidata project
Austria,vital articles level 4
Austria,wikipedia:list of articles all languages should have
Baden-Württemberg,govdirectory
Badminton at the 2016 Summer Olympics,wikiproject badminton/tournament focus list
Baguio,govdirectory
Bali,govdirectory
Bangladesh,vital articles level 4
Bangladesh,wikipedia:list of articles all languages should have
Barcelona,vital articles level 4
Beaker,Cleveland Museum of Art Open Access project
Belgrade,vital articles level 4
Berlin,genadendal music archive
Berlin,govdirectory
Berlin,vital articles level 4
Berlin,wikipedia:list of articles all languages should have
Bern,govdirectory
Bern,vital articles level 4
Biel/Bienne,govdirectory
Blackware Olla,Cleveland Museum of Art Open Access project
Blansko,govdirectory
Blender Foundation,nadd wikidata project
Bludenz,govdirectory
Bludenz District,govdirectory
Bordeaux,vital articles level 4
Border of Heads and Palmettes from a Large Hanging,Cleveland Museum of Art Open Access project
Boston,genadendal music archive
Boston,vital articles level 4
Botswana,vital articles level 4
Bottle,Cleveland Museum of Art Open Access project
Boötes,vital articles level 4
Brandenburg,govdirectory
Brasschaat,govdirectory
Braunau am Inn,govdirectory
Brno,govdirectory
Buenos Aires,vital articles level 4
Buenos Aires,wikipedia:list of articles all languages should have
Cagayan de Oro,govdirectory
Cameroon,vital articles level 4
Candelabrum,Cleveland Museum of Art Open Access project
Canis Major,vital articles level 4
Carafe Sirènes et Grenouilles,Cleveland Museum of Art Open Access project
CBS,vital articles level 4
CBS,wikiproject new york public library
Centaurus A,vital articles level 4
Central African Republic,vital articles level 4
Central Denmark Region,govdirectory
Chad,vital articles level 4
Chapa Circular,GLAM Museu Paulista
Cinqüentenário do 1º Vôo do 14 Bis de Santos Dumont,GLAM Museu Paulista
Cocktails and Cigarettes Punch Bowl,Cleveland Museum of Art Open Access project
Coin,vital articles level 4
Complete Fragment #9,Cleveland Museum of Art Open Access project
"Concurso ""Quem Deu Asas Ao Homem""",GLAM Museu Paulista
Constitutional Court of Ukraine,wikipedia:wikiproject ukraine
Cornell University,vital articles level 4
Court-Saint-Étienne,govdirectory
Cup,Cleveland Museum of Art Open Access project
Cyrillic script,vital articles level 4
Cyrillic script,wikipedia:list of articles all languages should have
Cyrus the Great,vital articles level 4
Cyrus the Great,wikipedia:list of articles all languages should have
Czech Republic,vital articles level 4
Czechoslovakia,vital articles level 4
December,vital articles level 4
Detroit,genadendal music archive
Detroit,vital articles level 4
Dimitri Poliakov,wikipedia:wikiproject ukraine
Edinburgh,vital articles level 4
Elephants,Cleveland Museum of Art Open Access project
Elsevier,nadd wikidata project
Esch-sur-Sûre,govdirectory
Esperanto,vital articles level 4
Esperanto,wikipedia:list of articles all languages should have
Federated States of Micronesia,vital articles level 4
Fifth Figure,Cleveland Museum of Art Open Access project
Florida,vital articles level 4
France,nadd wikidata project
France,vital articles level 4
France,wikipedia:list of articles all languages should have
Fribourg,govdirectory
Geneva,govdirectory
Geneva,vital articles level 4
Ghana,vital articles level 4
Giorgio Andreoli,nadd wikidata project
Gmunden,govdirectory
Gmunden District,govdirectory
Golden Gate Bridge,vital articles level 4
Gravitational lens,vital articles level 4
Greenland,vital articles level 4
Grästorp Municipality,govdirectory
Gunma Prefecture,govdirectory
H&M,nadd wikidata project
Haaksbergen,govdirectory
Halloween,vital articles level 4
Hamar Municipality,govdirectory
Henri Privat-Livemont,nadd wikidata project
Heraldic Roundel with Arms of the Canton of Zürich,Cleveland Museum of Art Open Access project
Homenagem Ao Comendador Antonio Devoto,GLAM Museu Paulista
"Homenagem da Municipalidad Del Rosário, de Santa Fé, Ao Centenário da Independência do Brasil",GLAM Museu Paulista
Homenagem do Aero Club de France A Santos Dumont,GLAM Museu Paulista
Homenagem do Aerolloyd Iguassú A Santos Dumont,GLAM Museu Paulista
House,vital articles level 4
House,wikipedia:list of articles all languages should have
Hämeenlinna,govdirectory
Ikast-Brande Municipality,govdirectory
Impressionism,vital articles level 4
In Blue,Cleveland Museum of Art Open Access project
India,vital articles level 4
India,wikipedia:list of articles all languages should have
Iraq,vital articles level 4
Iraq,wikipedia:list of articles all languages should have
Israel,vital articles level 4
Israel,wikipedia:list of articles all languages should have
Italy,vital articles level 4
Italy,wikipedia:list of articles all languages should have
Jacob,vital articles level 4
James Webb Space Telescope,vital articles level 4
January,vital articles level 4
Japan,nadd wikidata project
Japan,vital articles level 4
Japan,wikipedia:list of articles all languages should have
Jeddah,vital articles level 4
Jerusalem,vital articles level 4
Jerusalem,wikipedia:list of articles all languages should have
Jogo Padrão,GLAM Museu Paulista
Jug,Cleveland Museum of Art Open Access project
Järvenpää,govdirectory
Kagoshima Prefecture,govdirectory
Kamin-Kashyrskyi Raion,wikipedia:wikiproject ukraine
Kazakhstan,vital articles level 4
Kerava,govdirectory
Klosterneuburg,govdirectory
Kokkola,govdirectory
Kraków,vital articles level 4
Krishna,vital articles level 4
Kurds,vital articles level 4
Kyrgyzstan,vital articles level 4
La Paz,vital articles level 4
Landeck,govdirectory
Landeck District,govdirectory
Leeds,vital articles level 4
Leipzig,genadendal music archive
Lelystad,govdirectory
Lesotho,vital articles level 4
Libya,vital articles level 4
Liezen,govdirectory
Liezen District,govdirectory
Lillehammer,govdirectory
Linux,vital articles level 4
Litoměřice,govdirectory
London,genadendal music archive
London,vital articles level 4
London,wikipedia:list of articles all languages should have
Los Angeles,vital articles level 4
Los Angeles,wikipedia:list of articles all languages should have
Lower Saxony,govdirectory
Lund Municipality,govdirectory
Madrid,vital articles level 4
Madrid,wikipedia:list of articles all languages should have
Mali,vital articles level 4
Manevychi Raion,wikipedia:wikiproject ukraine
Manila,govdirectory
Manila,vital articles level 4
Mappa Topographico do Municipio de São Paulo - Parte Principal da Cidade - Folha 50/15,GLAM Museu Paulista
Mappa Topographico do Municipio de São Paulo - Parte Principal da Cidade - Folha 50/19,GLAM Museu Paulista
Mappa Topographico do Municipio de São Paulo - Parte Principal da Cidade - Folha 50/25,GLAM Museu Paulista
Mappa Topographico do Municipio de São Paulo - Parte Principal da Cidade - Folha 50/3,GLAM Museu Paulista
Mappa Topographico do Municipio de São Paulo - Parte Principal da Cidade - Folha 50/4,GLAM Museu Paulista
Mappa Topographico do Municipio de São Paulo - Parte Principal da Cidade - Folha 50/5,GLAM Museu Paulista
Mappa Topographico do Municipio de São Paulo - Parte Principal da Cidade - Folha 51/14,GLAM Museu Paulista
Mappa Topographico do Municipio de São Paulo - Parte Principal da Cidade - Folha 51/21,GLAM Museu Paulista
Mappa Topographico do Municipio de São Paulo - Parte Principal da Cidade - Folha 51/22,GLAM Museu Paulista
Mappa Topographico do Municipio de São Paulo - Parte Principal da Cidade - Folha 52/3,GLAM Museu Paulista
Mappa Topographico do Municipio de São Paulo - Parte Principal da Cidade - Folha 65/2,GLAM Museu Paulista
Mappa Topographico do Municipio de São Paulo - Parte Principal da Cidade - Folha 65/6,GLAM Museu Paulista
Marilyn Monroe,vital articles level 4
Marilyn Monroe,wikipedia:list of articles all languages should have
Mauritius,vital articles level 4
Maçarico,GLAM Museu Paulista
Medalha Inter Aliados 1914-1918,GLAM Museu Paulista
Meet the Press,vital articles level 4
Microsoft,vital articles level 4
Microsoft Windows,vital articles level 4
Mixteca Series #12,Cleveland Museum of Art Open Access project
"Monstrance with the ""Paten of Saint Bernward""",Cleveland Museum of Art Open Access project
Montenegro,vital articles level 4
Moon,vital articles level 4
Moon,wikipedia:list of articles all languages should have
Morocco,vital articles level 4
MS-DOS,vital articles level 4
M’hamid,Cleveland Museum of Art Open Access project
National Library of Australia,vital articles level 4
National Park Service,wikiproject new york public library
Nazi Germany,vital articles level 4
Nazi Germany,wikipedia:list of articles all languages should have
Netherlands,nadd wikidata project
Netherlands,vital articles level 4
Netherlands,wikipedia:list of articles all languages should have
Neuchâtel,govdirectory
New Testament,vital articles level 4
New York City,genadendal music archive
New York City,vital articles level 4
New York City,wikipedia:list of articles all languages should have
New Zealand,genadendal music archive
New Zealand,vital articles level 4
Nintendo,nadd wikidata project
North Korea,vital articles level 4
Nykvarn Municipality,govdirectory
Nyköping Municipality,govdirectory
Offenbach am Main,genadendal music archive
Ophiuchus,vital articles level 4
Palau,vital articles level 4
Palomar Observatory,vital articles level 4
Palácio do Planalto,wiki loves monuments in brazil
Panneaux cintré Deux Pigeons,Cleveland Museum of Art Open Access project
Papahānaumokuākea Marine National Monument,vital articles level 4
Paraguay,vital articles level 4
Pekanbaru,govdirectory
Peony,Cleveland Museum of Art Open Access project
Peremyshliany Raion,wikipedia:wikiproject ukraine
Peru,vital articles level 4
Philippines,vital articles level 4
Philippines,wikipedia:list of articles all languages should have
Plaqueta em Homenagem A Santos Dumont,GLAM Museu Paulista
Plate,Cleveland Museum of Art Open Access project
Plate with the Arms of the Pucci Family,Cleveland Museum of Art Open Access project
Plate with the Arms of the Vitelleschi Family,Cleveland Museum of Art Open Access project
Poland,vital articles level 4
Poland,wikipedia:list of articles all languages should have
Prêmio Gualco,GLAM Museu Paulista
Pustomyty Raion,wikipedia:wikiproject ukraine
Póvoa de Varzim,govdirectory
Quebec,govdirectory
Quebec,vital articles level 4
Ratne Raion,wikipedia:wikiproject ukraine
Reliquary of the True Cross,Cleveland Museum of Art Open Access project
Republic,vital articles level 4
Republic,wikipedia:list of articles all languages should have
Rhine,vital articles level 4
Rhine,wikipedia:list of articles all languages should have
Ringkøbing-Skjern Municipality,govdirectory
Romanesque art,vital articles level 4
Romania,vital articles level 4
Rome,vital articles level 4
Rome,wikipedia:list of articles all languages should have
Rotterdam,nadd wikidata project
Saint George,vital articles level 4
Samba,vital articles level 4
Samba,wikipedia:list of articles all languages should have
Schwaz,govdirectory
September 11 attacks,vital articles level 4
Sermersooq,govdirectory
Sheila Hicks,nadd wikidata project
Siemens,nadd wikidata project
Sjöbo Municipality,govdirectory
Skanderborg Municipality,govdirectory
Slovakia,vital articles level 4
Snakeshead,Cleveland Museum of Art Open Access project
Sokal Raion,wikipedia:wikiproject ukraine
Sony,nadd wikidata project
Sony,vital articles level 4
Soviet Union,vital articles level 4
Table Fountain,Cleveland Museum of Art Open Access project
Teapot,Cleveland Museum of Art Open Access project
Tulip,Cleveland Museum of Art Open Access project
Untitled,Cleveland Museum of Art Open Access project
Vase,Cleveland Museum of Art Open Access project
Votive or Civic Badge with a Crowned Figure Kneeling before Christ,Cleveland Museum of Art Open Access project
