Subject,Object
Lolita,english
"Loneliness and Its Opposite: Sex, Disability, and the Ethics of Engagement",English
Long Gone Days,english
Louise Thompson Patterson: A Life of Struggle for Justice,English
"Love, H: The Letters of Helene Dorn and Hettie Jones",English
López,castilian
López,Spanish
McClung,English
McCourt,English
McGuire,English
McLaughlin,English
McManus,English
Melodrama,English
Mendizabal,Basque
Messiah,English
Misstepping of Virtue,Japanese
Mobōhan,Japanese
Monna Vanna,russian
Monumentos Arquitectónicos de España,Spanish
Munnings,English
Munoz,French
My Life,Russian
My Way,english
Nachtlied,German
Naththaipookkal,Tamil
NRHP nomination: Brown Street Historic District,English
NRHP nomination: Ivoryton Historic District,English
NRHP nomination: Oregon Caves Historic District,English
NRHP nomination: Oregon Caves Historic District boundary increase,English
NRHP nomination: Waverley Country Club Clubhouse,English
Nursery Rhymes of London Town,English
Oedipus rex,Latin
On American Taxation,English
On the Floor,english
Open Research Knowledge Graph: Next Generation Infrastructure for Semantic Scholarly Knowledge,English
OpenTTD,anatolian turkish
OpenTTD,arabian
OpenTTD,bulgarian
OpenTTD,castilian
OpenTTD,danish
OpenTTD,english
OpenTTD,french
OpenTTD,german
OpenTTD,greek
OpenTTD,italian
OpenTTD,polish
OpenTTD,russian
OpenTTD,svenska
OpenTTD,ukrainian
Optics Express,english
Ossa,Spanish
Panda Bear Meets the Grim Reaper,english
Pearl in the Palm,chinese
Pearl in the Palm,tangut
Pennewill,English
Perlentaucher,German
Pomerene,English
Popcorn Time,multilanguage
Popcorn Time,multiple languages
Printed Paper Astrolabe,English
Proceedings of the National Academy of Sciences of the United States of America,english
RDFShape: An RDF playground based on Shapes,English
RFC 1313: Today's Programming for KRFC AM 1313 Internet Talk Radio,English
RFC 1437: The Extension of MIME Content-Types to a New Medium,English
RFC 1925: The Twelve Networking Truths,English
RFC 1926: An Experimental Encapsulation of IP Datagrams on Top of ATM,English
RFC 2100: The Naming of Hosts,English
RFC 3514: The Security Flag in the IPv4 Header,English
RFC 4042: UTF-9 and UTF-18 Efficient Transformation Formats of Unicode,English
RFC 5841: TCP Option to Denote Packet Mood,English
RFC 6217: Regional Broadcast Using an Atmospheric Link Layer,English
RFC 6592: The Null Packet,English
RFC 7168: The Hyper Text Coffee Pot Control Protocol for Tea Efflux Appliances,English
RFC 8136: Additional Transition Functionality for IPv6,English
"RFC 8140: The Arte of ASCII: Or, An True and Accurate Representation of an Menagerie of Thynges Fabulous and Wonderful in Ye Forme of Character",English
Rise of the Triad,english
Rwandan Women Rising,English
Ryanverse,english
Samson,English
Samurai Deeper Kyo,Japanese
Saving the Security State: Exceptional Citizens in Twenty-First-Century America,English
Segura,Basque
Semele,English
Serbian Wikibooks,Serbian
Serbian Wikipedia,Serbian
Seton-Watson,English
Sholes,English
Sigsworth,English
So Fresh: The Hits of Spring 2010,english
Solomon,English
Sonnet 69,english
Sonnet 70,english
Sonnet 80,english
Sonnet 81,english
Spirit Warrior,Japanese
Springer Handbook of Robotics,English
Sprout,Japanese
Stanfill,English
Staying with the Trouble: Making Kin in the Chthulucene,English
Strange Case of Dr Jekyll and Mr Hyde,English
Strike the Blood,Japanese
Superhero Landing,English
T2WML: Table To Wikidata Mapping Language,English
Tajik Wikibooks,Tajik
Tajik Wikipedia,Tajik
Tellechea,Spanish
The Amazon,Russian
The American Journal of Medicine,English
The Battle For Wesnoth,Spanish
The Beast in the Jungle,English
The Bechly Family in North America,English
The BFG,english
The Binding of Isaac: Rebirth,english
The Boy Who Cried Wolf,Japanese
The Boys of Fall,english
The Brain's Body: Neuroscience and Corporeal Politics,English
The Canterville Ghost,English
The Devil,Russian
The English Schoole-Master,english
The Genesis in Santa Cariba,Spanish
The Ghost of Time,Japanese
The Graduation of Jake Moon,English
The Guardian of Time,Japanese
The Invisible Man,english
The Mansions of the Gods,french
The Moving Corpse,Japanese
The New York Times,English
The Nigger of the 'Narcissus',English
The Paranoid Style in American Politics,english
The Portrait,Russian
The Revolution Will Not Be Funded,English
The Right to Maim,English
The Ruler of Time,Japanese
The Scarlet School Trip,Japanese
The Touchstone,English
The Truth of the Karuta Cards,Japanese
The Turn of the Screw,English
Theodora,English
Thorneycroft,English
Three Wise Old Women,English
Too Much Love Will Kill You,english
Tormé,English
Tremulous,english
Trial Speech of Ken Saro-Wiwa,English
Tsuide ni Tonchinkan,Japanese
Uzbek Wikibooks,Uzbek
Uzbek Wikipedia,Uzbek
Vaccine,English
Venuksen koulu,Finnish
Vibrator Nation: How Feminist Sex-Toy Stores Changed the Business of Pleasure,English
Victory Through Air Power,english
Vox Publica,Bokmål
Warzone 2100,castilian
Warzone 2100,english
Warzone 2100,multilanguage
When We Were Young,English
White Innocence: Paradoxes of Colonialism and Race,English
Widelands,Interlingua
Wii,russian
Wiki-værkstedet,Danish
Wikidata,multilanguage
Wikidata,multiple languages
Wikimedia Incubator,multilanguage
Wikimedia Incubator,multiple languages
Wikimedia Incubator,sylheti
Wikimedia Meta-Wiki,multiple languages
Wowpedia,english
Zabaleta,Spanish
Zelaya,Spanish
Zoological Science,English
娥,Chinese
