Subject,Object
1979 Bordeaux–Paris,road bicycle racing
1979 European Junior Badminton Championships,badminton
1979 Plume d’Or,badminton
1979 Tour of the Netherlands,road bicycle racing
1980 Bordeaux–Paris,road bicycle racing
1980 GDR Badminton Championships,badminton
1980 NHL Entry Draft,ice hockey
1980 Plume d’Or,badminton
1981 Bordeaux–Paris,road bicycle racing
1981 Plume d’Or,badminton
1981 Tirreno–Adriatico,bicycle road cycling
1981 Tirreno–Adriatico,road bicycle racing
1981 Uber Cup,badminton
1982 Bordeaux–Paris,road bicycle racing
1982 NHL Entry Draft,ice hockey
1982 Plume d’Or,badminton
1982 Thai Badminton Championships,badminton
1982 Tour of the Netherlands,road bicycle racing
1983 Bordeaux–Paris,road bicycle racing
1983 Dutch Grand Prix,auto racing
1983 European Junior Badminton Championships,badminton
1983 NHL Entry Draft,ice hockey
1983 Thai Badminton Championships,badminton
1984 African Badminton Championships,badminton
1984 Bordeaux–Paris,road bicycle racing
1984 Canadian Open Badminton Championships,badminton
1984 Dutch Grand Prix,auto racing
1984 Plume d’Or,badminton
1984 Thai Badminton Championships,badminton
1984 Welsh Badminton Championships,badminton
1985 Bordeaux–Paris,road bicycle racing
1985 Canadian Grand Prix,auto racing
1985 Edgbaston Cup,tennis
1985 European Junior Badminton Championships,badminton
1985 Plume d’Or,badminton
1985 Thai Badminton Championships,badminton
1985 Tour of the Netherlands,road bicycle racing
1985 Welsh Badminton Championships,badminton
1986 Edgbaston Cup,tennis
1986 GDR Badminton Championships,badminton
1986 Plume d’Or,badminton
1986 Thai Badminton Championships,badminton
1986 Welsh Badminton Championships,badminton
1987 Canadian Open Badminton Championships,badminton
1987 Dow Chemical Classic,lawn tennis
1987 Dow Chemical Classic,tennis
1987 Dow Chemical Classic – Singles,lawn tennis
1987 FA Cup Final,association football
1987 Plume d’Or,badminton
1987 Thai Badminton Championships,badminton
1987 UCI Road World Championships – Women's road race,road bicycle racing
1987 Welsh Badminton Championships,badminton
1988 Canadian Grand Prix,auto racing
1988 Canadian Open Badminton Championships,badminton
1988 Dow Classic,tennis
1988 Giro di Lombardia,road bicycle racing
1988 NHL Entry Draft,ice hockey
1988 Plume d’Or,badminton
1988 Spanish Open,lawn tennis
1988 Spanish Open,tennis
1988 Swedish Open Badminton Championships,badminton
1988 Thai Badminton Championships,badminton
1988 Welsh Badminton Championships,badminton
1989 Canadian Open Badminton Championships,badminton
1989 Cincinnati Open,tennis
1989 Dow Classic,tennis
1989 Milan–San Remo,bicycle road cycling
1989 Plume d’Or,badminton
1989 Spanish Open,lawn tennis
1989 Spanish Open,tennis
1989 Thai Badminton Championships,badminton
1989 UCI Road World Championships – Women's road race,road bicycle racing
1989 Welsh Badminton Championships,badminton
1990 Canadian Open Badminton Championships,badminton
1990 Dow Classic,tennis
1990 Giro di Lombardia,road bicycle racing
1990 Irish Open Badminton Championships,badminton
1990 Plume d’Or,badminton
1990 Thai Badminton Championships,badminton
1990 Thriftway ATP Championships,tennis
1990 UCI Road World Championships – Women's road race,road bicycle racing
1990 Welsh Badminton Championships,badminton
1991 Canadian Grand Prix,auto racing
1991 Estonian Badminton Championships,badminton
1991 Plume d’Or,badminton
1991 Thai Badminton Championships,badminton
1991 Thriftway ATP Championships,tennis
1991 UCI Road World Championships – Women's road race,road bicycle racing
1991 Welsh Badminton Championships,badminton
1992 Canadian Open Badminton Championships,badminton
1992 Dow Classic,tennis
1992 Internationaux de Strasbourg,lawn tennis
1992 Irish Open Badminton Championships,badminton
1992 Thai Badminton Championships,badminton
1992 Thriftway ATP Championships,tennis
1992 Welsh Badminton Championships,badminton
1993 Internationaux de Strasbourg,lawn tennis
1993 Irish Open Badminton Championships,badminton
1993 Pan American Badminton Championships,badminton
1993 Thai Badminton Championships,badminton
1993 UCI Road World Championships – Women's road race,road bicycle racing
1993 Welsh Badminton Championships,badminton
1994 DFS Classic,tennis
1994 Estonian Badminton Championships,badminton
1994 Giro del Piemonte,road bicycle racing
1994 Irish Open Badminton Championships,badminton
1994 Torneo Internazional Femmin di Palermo,tennis
1994 Winter Olympics,winter sport
1995 Canadian Grand Prix,auto racing
1995 Canadian Open Badminton Championships,badminton
1995 DFS Classic,tennis
1995 Giro del Piemonte,road bicycle racing
1995 Internazionali Femminili di Palermo,tennis
1995 Irish Open Badminton Championships,badminton
1995 Thriftway ATP Championships,tennis
1995 UCI Road World Championships,bicycle road cycling
1995 UCI Road World Championships – Women's road race,road bicycle racing
1996 DFS Classic,tennis
1996 Estonian Badminton Championships,badminton
1996 Giro del Piemonte,road bicycle racing
1996 Internazionali Femminili di Palermo,tennis
1996 Irish Open Badminton Championships,badminton
1997 Boston Open Badminton Championships,badminton
1997 DFS Classic,tennis
1997 Great American Insurance ATP Championships,tennis
1997 Internazionali Femminili di Palermo,tennis
1997 Irish Open Badminton Championships,badminton
1997 Monaco Grand Prix,auto racing
1997 Toray Pan Pacific Open,tennis
1998 African Badminton Championships,badminton
1998 Canadian Grand Prix,auto racing
1998 Internazionali Femminili di Palermo,tennis
1998 Irish Open Badminton Championships,badminton
1998 Páginas Amarillas Open,lawn tennis
1998 Páginas Amarillas Open,tennis
1998 Páginas Amarillas Open – Singles,lawn tennis
1999 Clásica de San Sebastián,bicycle road cycling
1999 DFS Classic,tennis
1999 Direct Line International Championships,lawn tennis
1999 Torneo Internazionale,tennis
2000 African Badminton Championships,badminton
2000 Clásica de San Sebastián,bicycle road cycling
2000 DFS Classic,lawn tennis
2000 DFS Classic,tennis
2000 DFS Classic – Doubles,lawn tennis
2000 Direct Line International Championships,lawn tennis
2000 Energis Dutch Open,lawn tennis
2000 Energis Dutch Open,tennis
2000 Estonian Badminton Championships,badminton
2000 Internazionali Femminili di Palermo,tennis
2000 Legg Mason Tennis Classic,tennis
2001 Britannic Asset Management International Championships,lawn tennis
2001 Clásica de San Sebastián,bicycle road cycling
2001 Copa Colsanitas,tennis
2001 Energis Open,tennis
2001 Pan American Badminton Championships,badminton
2001 Pilot Pen Tennis,tennis
2001 Ten Days of Dawn,badminton
2002 DFS Classic,tennis
2002 Energis Open,lawn tennis
2002 Energis Open,tennis
2002 Giro di Lombardia,road bicycle racing
2002 Ten Days of Dawn,badminton
2002 Toray Pan Pacific Open,tennis
2003 Clásica de San Sebastián,bicycle road cycling
2003 Copa Colsanitas,tennis
2003 Madrid Trofeo Union Fenosa,tennis
2003 Monaco Grand Prix,auto racing
2003 NHL Entry Draft,ice hockey
2003 Pilot Pen Tennis,tennis
2003 Priority Telecom Open,lawn tennis
2004 Copa Colsanitas,tennis
2004 Filipino Badminton Championships,badminton
2004 Internazionali Femminili di Palermo,tennis
2004 Iran International Badminton Championships,badminton
2004 Pilot Pen Tennis,tennis
2005 Boston Open Badminton Championships,badminton
2005 DFS Classic,tennis
2005 Dutch Open,tennis
2005 European Figure Skating Championships - ice dancing compulsory dance,ice dance
2005 Filipino Badminton Championships,badminton
2005 Legg Mason Tennis Classic,tennis
2005 Toray Pan Pacific Open,tennis
2005 UCI Road World Championships – Women's road race,road bicycle racing
2006 African Badminton Championships,badminton
2006 Cup of China - ice dancing original dance,ice dance
2006 DFS Classic,tennis
2006 Dutch Open,tennis
2006 European Figure Skating Championships - ice dancing compulsory dance,ice dance
2006 Filipino Badminton Championships,badminton
2006 Grand Prix d'Isbergues,road bicycle racing
2006 Skate America - ice dancing original dance,ice dance
2006 Skate Canada International - ice dancing original dance,ice dance
2006 Tirreno–Adriatico,bicycle road cycling
2006 Tirreno–Adriatico,road bicycle racing
2006 UCI Road World Championships,bicycle road cycling
2006 UCI Road World Championships – Women's road race,bicycle road cycling
2006 UCI Road World Championships – Women's road race,road bicycle racing
2006–07 Celtic League,rugby
2007 Boston Open Badminton Championships,badminton
2007 Clásica de San Sebastián,bicycle road cycling
2007 Cup of China - ice dancing original dance,ice dance
2007 Cup of Russia - ice dancing original dance,ice dance
2007 European Figure Skating Championships - ice dancing compulsory dance,ice dance
2007 European Junior Badminton Championships,badminton
2007 Filipino Badminton Championships,badminton
2007 Giro di Lombardia,road bicycle racing
2007 Grand Prix d'Isbergues,road bicycle racing
2007 Iran International Badminton Championships,badminton
2007 Legg Mason Tennis Classic,tennis
2007 NHK Trophy - ice dancing original dance,ice dance
2007 Pilot Pen Tennis,lawn tennis
2007 Pilot Pen Tennis,tennis
2007 Skate America - ice dancing original dance,ice dance
2007 Skate Canada International - ice dancing original dance,ice dance
2007 Tirreno–Adriatico,bicycle road cycling
2007 Toray Pan Pacific Open,tennis
2007 Trophée Eric Bompard - ice dancing original dance,ice dance
2007 UCI Road World Championships – Women's road race,road bicycle racing
2007–08 Celtic League,rugby
2008 Copa Colsanitas,tennis
2008 Cup of China - ice dancing compulsory dance,ice dance
2008 Cup of Russia - ice dancing compulsory dance,ice dance
2008 Cup of Russia - ice dancing original dance,ice dance
2008 European Figure Skating Championships - ice dancing compulsory dance,ice dance
2008 FA Cup Final,association football
2008 French Road Cycling Cup,bicycle road cycling
2008 German International Junior Badminton Championships,badminton
2008 Giro di Lombardia,bicycle road cycling
2008 Grand Prix d'Isbergues,road bicycle racing
2008 Monaco Grand Prix,auto racing
2008 NHK Trophy - ice dancing original dance,ice dance
2008 Pilot Pen Tennis,tennis
2008 Scheldeprijs,bicycle road cycling
2008 Skate America - ice dancing compulsory dance,ice dance
2008 Skate Canada International - ice dancing compulsory dance,ice dance
2008 Toray Pan Pacific Open,tennis
2008 Trophée Eric Bompard - ice dancing compulsory dance,ice dance
2008 Trophée Eric Bompard - ice dancing original dance,ice dance
2008 UCI Road World Championships – Women's road race,road bicycle racing
2008–09 Celtic League,rugby
2009 African Badminton Championships,badminton
2009 Copa Sony Ericsson Colsanitas,lawn tennis
2009 Copa Sony Ericsson Colsanitas,tennis
2009 Cup of China - ice dancing compulsory dance,ice dance
2009 European Figure Skating Championships - ice dancing compulsory dance,ice dance
2009 European Junior Badminton Championships,badminton
2009 Filipino Badminton Championships,badminton
2009 German International Junior Badminton Championships,badminton
2009 Giro di Lombardia,bicycle road cycling
2009 Giro di Lombardia,road bicycle racing
2009 Grand Prix d'Isbergues,road bicycle racing
2009 Irish Badminton Championships,badminton
2009 Legg Mason Tennis Classic,lawn tennis
2009 Legg Mason Tennis Classic,tennis
2009 Legg Mason Tennis Classic – Doubles,lawn tennis
2009 NHK Trophy - ice dancing compulsory dance,ice dance
2009 NHL Entry Draft,ice hockey
2009 Pan American Badminton Championships,badminton
2009 Pilot Pen Tennis,lawn tennis
2009 Pilot Pen Tennis,tennis
2009 Rostelecom Cup - ice dancing compulsory dance,ice dance
2009 Scheldeprijs,bicycle road cycling
2009 Skate America - ice dancing compulsory dance,ice dance
2009 Skate Canada International - ice dancing compulsory dance,ice dance
2009 Toray Pan Pacific Open,tennis
2009 UCI Road World Championships – Women's road race,road bicycle racing
2009–10 Celtic League,rugby
2010 African Badminton Championships,badminton
2010 European Athletics Championships,athletics
2010 German International Junior Badminton Championships,badminton
2010 Grand Prix d'Isbergues,road bicycle racing
2010 Toray Pan Pacific Open,tennis
2010–11 Celtic League,rugby
2011 African Badminton Championships,badminton
2011 European Junior Badminton Championships,badminton
2011 FA Cup Final,association football
2011 German International Junior Badminton Championships,badminton
2011 Grand Prix d'Isbergues,road bicycle racing
2011 Toray Pan Pacific Open,tennis
2011 UCI Road World Championships,bicycle road cycling
2011 UCI Road World Championships – Women's road race,bicycle road cycling
2011 UCI Road World Championships – Women's road race,road bicycle racing
2012 AEGON Classic,tennis
2012 Binche–Chimay–Binche,road bicycle racing
2012 Copa Sony Ericsson Colsanitas,lawn tennis
2012 Copa Sony Ericsson Colsanitas,tennis
2012 Filipino Badminton Championships,badminton
2012 German International Junior Badminton Championships,badminton
2012 Grand Prix d'Isbergues,road bicycle racing
2012 Irish Badminton Championships,badminton
2012 Monaco Grand Prix,auto racing
2012 New Haven Open at Yale,lawn tennis
2012 New Haven Open at Yale,tennis
2012 NHL Entry Draft,ice hockey
2012 Tirreno–Adriatico,road bicycle racing
2012 Toray Pan Pacific Open,lawn tennis
2012 Toray Pan Pacific Open,tennis
2012 UCI Road World Championships,bicycle road cycling
2012 UCI Road World Championships – Women's road race,bicycle road cycling
2012 UCI Road World Championships – Women's road race,road bicycle racing
2013 Copa Colsanitas,tennis
2013 Danmark Rundt,bicycle road cycling
2013 Eneco Tour,bicycle road cycling
2013 European Junior Badminton Championships,badminton
2013 Filipino Badminton Championships,badminton
2013 German International Junior Badminton Championships,badminton
2013 Grand Prix d'Isbergues,road bicycle racing
2013 La Flèche Wallonne Féminine,bicycle road cycling
2013 New Haven Open at Yale,lawn tennis
2014 AFC Women's Asian Cup qualification,association football
2014 Big One for One Drop,poker
2014 Binche–Chimay–Binche,road bicycle racing
2014 Connecticut Open,lawn tennis
2014 Connecticut Open,tennis
2014 Danmark Rundt,bicycle road cycling
2014 Danmark Rundt,road bicycle racing
2014 German International Junior Badminton Championships,badminton
2014 Giro di Lombardia,road bicycle racing
2014 Grand Prix d'Isbergues,road bicycle racing
2014 Indonesia Super Series Premier,badminton
2014 Irish Badminton Championships,badminton
2014 La Flèche Wallonne Féminine,bicycle road cycling
2014 Malaysia Super Series Premier,badminton
2014 Monaco Grand Prix,auto racing
2014 Tirreno–Adriatico,road bicycle racing
2014–15 Pro12,rugby
2015 Binche–Chimay–Binche,road bicycle racing
2015 Connecticut Open,lawn tennis
2015 Connecticut Open,tennis
2015 European Junior Badminton Championships,badminton
2015 Florida Gators volleyball team,volleyball
2015 Heilbronner Neckarcup,lawn tennis
2015 Indonesia Super Series Premier,badminton
2015 Malaysia Super Series Premier,badminton
2015 Paris–Roubaix,bicycle road cycling
2015 Paris–Roubaix,road bicycle racing
2015 Penn State Nittany Lions women's volleyball team,volleyball
2015 Tirreno–Adriatico,road bicycle racing
2015 Toray Pan Pacific Open,tennis
2015 UCI World Tour,bicycle road cycling
2015 World Championships in Athletics – Men's 100 metres,athletics
2015–16 Cypriot First Division,association football
2015–16 Pro12,rugby
2016 Binche–Chimay–Binche,road bicycle racing
2016 BYU Cougars men's volleyball team,volleyball
2016 BYU Cougars women's volleyball team,volleyball
2016 Connecticut Open,lawn tennis
2016 Connecticut Open,tennis
2016 Indonesia Open Superseries Premier,badminton
2016 Irish Badminton Championships,badminton
2016 La Flèche Wallonne Féminine,bicycle road cycling
2016 Le Samyn,road bicycle racing
2016 Malaysia Super Series Premier,badminton
2016 MercedesCup,lawn tennis
2016 Paris–Roubaix,road bicycle racing
2016 Toray Pan Pacific Open,lawn tennis
2016 Toray Pan Pacific Open,tennis
2016 Tour de France,bicycle road cycling
2016 Tour de France,road bicycle racing
2016 Volta a Catalunya,bicycle road cycling
2016 Volta a Portugal,bicycle road cycling
2016 World Single Distance Speed Skating Championships – Men's 500 metres,long track speed skating
2016 World Single Distance Speed Skating Championships – Men's 5000 metres,long track speed skating
2016 World Single Distance Speed Skating Championships – Men's mass start,long track speed skating
2016 World Single Distance Speed Skating Championships – Women's 1500 metres,long track speed skating
2016 World Single Distance Speed Skating Championships – Women's 500 metres,long track speed skating
2016 World Single Distance Speed Skating Championships – Women's 5000 metres,long track speed skating
2016 World Single Distance Speed Skating Championships – Women's team pursuit,long track speed skating
2016–17 Pro12,rugby
2017 BYU Cougars men's volleyball team,volleyball
2017 Canadian Grand Prix,auto racing
2017 Clásico RCN,road bicycle racing
2017 Connecticut Open,lawn tennis
2017 Connecticut Open,tennis
2017 European Athletics Indoor Championships,athletics
2017 European Junior Badminton Championships,badminton
2017 French Road Cycling Cup,bicycle road cycling
2017 Grand Prix de Fourmies,bicycle road cycling
2017 High Roller for One Drop,poker
2017 Indonesia Super Series,badminton
2017 Kuurne–Brussels–Kuurne,bicycle road cycling
2017 Ladies Tour of Norway,road bicycle racing
2017 Le Samyn,road bicycle racing
2017 Milano–Torino,bicycle road cycling
2017 Paris–Roubaix,road bicycle racing
2017 Presidential Tour of Turkey,bicycle road cycling
2017 Quick-Step Floors,road bicycle racing
2017 Super High Roller Bowl,poker
2017 Tirreno–Adriatico,bicycle road cycling
2017 Toray Pan Pacific Open,lawn tennis
2017 Toray Pan Pacific Open,tennis
2017 Tour de France,road bicycle racing
2017 Tour Down Under,bicycle road cycling
2017 Tour of the Basque Country,bicycle road cycling
2017 Tre Valli Varesine,bicycle road cycling
2017 UCI Europe Tour,bicycle road cycling
2017 Utah State Aggies volleyball team,volleyball
2017 Utah Utes volleyball team,volleyball
2017 Volta a Catalunya,bicycle road cycling
2017 Vuelta a España,bicycle road cycling
"2017 Vuelta a Guatemala, Stage 6",road bicycle racing
2018 AFC Women's Asian Cup qualification,association football
"2018 Arctic Race of Norway, stage 3",road bicycle racing
2018 Bora-Hansgrohe,road bicycle racing
2018 Clásico RCN,road bicycle racing
2018 Connecticut Open,lawn tennis
2018 Connecticut Open,tennis
2018 Danmark Rundt,road bicycle racing
2018 European Junior Badminton Championships,badminton
2018 European Rowing Championships,competitive rowing
2018 European Rowing Championships,rowing
2018 Giro d'Italia Stage 16,road bicycle racing
2018 Indonesia Open Badminton Championships,badminton
2018 Ladies Tour of Norway,road bicycle racing
2018 Le Samyn,bicycle road cycling
2018 Le Samyn,road bicycle racing
2018 Paris–Troyes,bicycle road cycling
2018 Presidential Tour of Turkey,bicycle road cycling
2018 Toray Pan Pacific Open,tennis
"2018 Tour de France, stage 20",road bicycle racing
2018 Tour Down Under,bicycle road cycling
2018 Tour of the Basque Country,bicycle road cycling
2018 UCI Road World Championships – Women's road race,bicycle road cycling
2018 UCI Road World Championships – Women's road race,road bicycle racing
2018 Volta a Catalunya,bicycle road cycling
2018 Vuelta a Andalucía,bicycle road cycling
2018 Vuelta a España,bicycle road cycling
2018 Winter Olympics,winter sport
2019 Boston Open Badminton Championships,badminton
2019 Danmark Rundt,road bicycle racing
2019 German International Junior Badminton Championships,badminton
"2019 Giro d'Italia, stage 2",road bicycle racing
"2019 Giro d'Italia, stage 6",road bicycle racing
"2019 Giro d'Italia, stage 7",road bicycle racing
"2019 Giro d'Italia, stage 8",road bicycle racing
2019 Indonesia Open Badminton Championships,badminton
2019 Internazionali Femminili di Palermo,tennis
2019 Ladies Tour of Norway,road bicycle racing
"2019 Ladies Tour of Norway, Stage 2",road bicycle racing
2019 Le Samyn,bicycle road cycling
2019 Le Samyn,road bicycle racing
2019 Paris–Roubaix,bicycle road cycling
2019 Six Nations Championship,rugby
"2019 Tour de France, stage 17",road bicycle racing
"2019 Tour de France, stage 3",road bicycle racing
"2019 Tour de France, stage 8",road bicycle racing
2019 Tour de Langkawi,bicycle road cycling
2019 UCI Road World Championships – Women's road race,bicycle road cycling
2020 German Junior International Badminton Championships,badminton
2020 Le Samyn,bicycle road cycling
2021 German Junior International Badminton Championships,badminton
23rd Chess Olympiad,chess
24th Chess Olympiad,chess
29th Chess Olympiad,chess
AG2R La Mondiale,road bicycle racing
AG2R La Mondiale 2018,road bicycle racing
AGOVV Apeldoorn,association football
Albert Van Vlierberghe,bicycle road cycling
Aleksandr Yevgenyev,athletics
Alexey Lutsenko,bicycle road cycling
Almandin,horse racing
Amand Audaire,bicycle sport
American Airlines Center,basketball
Andrei Zintchenko,bicycle road cycling
André Darrigade,bicycle road cycling
André Darrigade,bicycle sport
Anna Konkina,bicycle road cycling
Antwerp International Golf & Country Club Rinkven,golf
aquathlon,triathlon
Ardalion Ignatyev,athletics
Argentina at the 2018 FIFA World Cup,association football
ASC Corona 2010 Brașov,handball
Associação Desportiva Jaraguá,futsal
Astana 2018,road bicycle racing
Asystel Novara,volleyball
Athletics at the 2000 Summer Olympics – Men's 200 metres,athletics
Athletics at the 2004 Summer Olympics – Men's 200 metres,athletics
Athletics at the 2008 Summer Olympics – Men's 200 metres,athletics
Athletics at the 2008 Summer Olympics – Men's 4 × 100 metres relay,athletics
Athletics at the 2012 Summer Olympics – Men's 200 metres,athletics
Athletics at the 2012 Summer Olympics – Men's 4 × 100 metres relay,athletics
Azzurra Volley San Casciano,volleyball
Badminton at the 2016 Summer Olympics,badminton
Barsebäck Golf & Country Club,golf
BCF Arena,hockey
BCF Arena,ice hockey
Belarusian National Road Race Championships,road bicycle racing
Belgium at the 2018 FIFA World Cup,association football
Bert Clay,Australian rules football
Beşiktaş Women's Volleyball Team,volleyball
Birger Ruud,ski jumping
Black Knights' Tango,chess
Boavista F.C.,futsal
Bofrost Cup on Ice,figure skating
Bornova Ice Sports Hall,ice hockey
Borås HC,hockey
Borås Ishall,hockey
Boucles de la Mayenne,bicycle road cycling
Bradford,association football
Brisbane International,lawn tennis
Bristol Bears,rugby
Brownlow Medal,Australian rules football
Budvar Arena,ice hockey
CA Brive,rugby
Cadet Ice Arena,ice hockey
California Memorial Stadium,American football
Camp des Loges,association football
Camp des Loges,rugby
Campo de rugby Valle de las Cañas,rugby union
Carnicer Torrejón FS,futsal
Catalans Dragons,rugby league
Charles Sutton Medal,Australian rules football
Charlie Naismith,Australian rules football
Christian Knees,bicycle road cycling
Christoph Pfingsten,cyclo-cross
Ciudad Deportiva de Abegondo,association football
Clive Allen,association football
Clive Churchill Medal,rugby league
Colombia women's national football team,association football
Colombian National Road Race Championships,road bicycle racing
Copa de la Reina de Fútbol,association football
Corinna Halke,figure skating
Costa Rican Football Federation,association football
Coupe de la Ligue,association football
Croatia women's national football team,association football
Croatian National Road Race Championships,road bicycle racing
CS Ştiinţa Bacău,handball
CSM București,handball
Czech National Road Race Championships,bicycle road cycling
Czech National Road Race Championships,road bicycle racing
Daejeon KGC,volleyball
Danish Football Association,association football
Darrell K Royal–Texas Memorial Stadium,American football
Denmark national football team,association football
Deportivo de La Coruña,association football
Dezső Gyarmati,water polo
Diego Ulissi,bicycle road cycling
Dimitar Makriev,association football
Dimitri Poliakov,lawn tennis
Direct Énergie,road bicycle racing
diving,swimming
División de Honor Femenina de Rugby,rugby
Docklands Stadium,association football
Docklands Stadium,rugby
Docklands Stadium,rugby league
Dominique Rollin,bicycle road cycling
Dominique Rollin,bicycle sport
Donald W. Reynolds Razorback Stadium,American football
Dorando Pietri,athletics
Doug Gillespie,Australian rules football
Dutch National Road Race Championships,road bicycle racing
Eastbourne International,lawn tennis
Ecce Homo,motorsport
Eisstadion Biel,ice hockey
El Pozo Murcia FS,futsal
Elimination Chamber,pro wrestling
"Eneco Tour 2011, Stage 4",road bicycle racing
England at the 2018 FIFA World Cup,association football
Evaldas Šiškevičius,bicycle road cycling
Evian Resort Golf Club,golf
Exeter Chiefs,rugby
Faurot Field,American football
FC Akhmat Grozny,association football
FC Barcelona Futsal,futbolito
FC Barcelona Futsal,futsal
FC Vaslui,association football
Fedir Bohatyrchuk,chess
Felix Großschartner,bicycle road cycling
Fenerbahçe Women's Volleyball,volleyball
FIDE World Chess Championship 1996,chess
FIDE World Chess Championship 1998,chess
FIDE World Chess Championship 2004,chess
FIDE World Chess Championship 2005,chess
Figure skating at the 2020 Winter Youth Olympics – Boys' singles,men's singles
Figure skating at the 2020 Winter Youth Olympics – Girls' singles,ladies' singles
Figure skating at the 2020 Winter Youth Olympics – Ice dancing,ice dance
Figure skating at the 2020 Winter Youth Olympics – Pair skating,pair skating
Finland women's national football team,association football
Forever Unbridled,horse racing
Fothergill–Round–Mitchell Medall,Australian rules football
France at the 2018 FIFA World Cup,association football
Freestyle skiing at the 1994 Winter Olympics,freestyle
French Football Federation,association football
Friendship People North-Caucasus Stage Race,cycle sport
Galina Tsareva,track bike
Gaylord Family Oklahoma Memorial Stadium,American football
Geordan Murphy,rugby
Ghana women's national football team,association football
Golf Club of Houston,golf
Golf de Saint-Nom-la-Bretèche,golf
Good Magic,horse racing
Gormley,horse racing
Grand Prix Elsy Jacobs,bicycle road cycling
Grand Prix Elsy Jacobs,cycle sport
Grand Prix of Figure Skating Final,figure skating
Greece women's national football team,association football
Greek National Road Race Championships,road bicycle racing
Groupama-FDJ,road bicycle racing
